order_item_id,order_id,product_id,quantity,unit_price
270,84,65,3,675.46
271,85,269,3,566.55
272,85,647,2,574.23
273,85,970,1,563.38
274,85,804,3,403.04
275,85,674,1,803.82
276,86,925,4,505.29
277,87,622,2,723.13
278,88,985,4,43.04
279,89,965,4,416.13
280,89,320,4,228.68
281,90,893,1,788.00
282,90,323,3,69.46
283,90,441,2,276.61
284,91,679,4,412.86
285,91,333,4,21.54
286,91,232,2,767.38
287,91,23,4,115.25
288,92,268,1,306.94
289,92,162,2,18.02
290,92,649,3,444.68
291,92,856,1,848.42
292,93,253,2,769.75
293,93,771,3,583.55
294,93,248,1,67.88
295,93,149,3,383.99
296,93,318,1,784.00
297,94,269,3,570.44
298,94,470,4,497.34
299,94,890,4,703.08
300,94,388,1,281.99
301,94,924,4,781.12
302,95,799,1,759.07
303,96,550,2,442.59
304,96,451,4,149.53
305,96,877,3,435.36
306,96,527,4,741.12
307,97,56,2,137.50
308,98,674,2,838.71
309,98,929,1,794.74
310,99,530,4,283.10
311,99,25,1,54.29
312,99,616,2,885.19
313,100,797,1,259.98
314,100,559,1,237.43
315,101,845,1,628.77
316,101,886,4,304.12
317,101,122,2,84.22
318,102,232,4,733.53
319,102,51,3,886.00
320,102,441,2,261.33
321,103,665,1,395.17
322,103,689,4,328.65
323,103,93,3,83.12
324,103,196,3,389.34
325,103,112,1,233.15
326,104,828,2,518.47
327,104,873,3,356.48
328,104,718,1,547.85
329,105,730,4,528.42
330,105,171,1,446.55
331,106,444,2,710.27
332,106,848,1,74.69
333,106,484,1,271.37
334,106,282,2,382.53
335,106,858,1,433.70
336,107,866,4,539.50
337,107,714,4,602.51
338,107,202,4,722.21
339,107,61,3,550.99
340,108,973,3,385.11
341,108,743,1,142.63
342,108,33,4,877.11
343,108,342,4,552.64
344,109,489,1,421.50
345,109,367,1,39.21
346,109,86,2,301.94
347,109,600,3,554.88
348,110,957,2,351.75
349,110,628,1,383.40
350,110,698,4,31.00
351,111,658,4,459.84
352,111,767,1,499.95
353,111,913,3,26.82
354,111,242,4,830.97
355,112,112,4,233.17
356,112,687,3,212.93
357,113,221,4,835.48
358,113,810,3,123.41
359,114,140,4,881.47
360,114,374,1,109.29
361,114,882,2,98.09
362,114,794,3,413.48
363,115,445,3,190.25
364,115,673,3,90.16
365,115,792,3,536.68
366,115,929,1,832.35
367,115,833,3,160.79
368,116,635,3,490.66
369,116,98,3,42.62
370,116,545,2,751.47
371,116,668,4,168.56
372,117,585,3,697.63
373,118,868,4,283.18
374,118,641,2,45.18
375,118,413,1,601.62
376,118,218,3,246.00
377,119,460,2,719.17
378,119,29,4,516.79
379,120,637,4,52.49
380,121,868,3,277.04
381,121,325,1,316.77
382,121,473,3,639.80
383,121,299,2,65.16
384,121,470,4,523.98
385,122,472,3,455.56
386,122,509,3,616.91
387,122,778,4,403.74
388,123,4,1,725.89
389,124,321,1,408.04
390,124,607,4,196.08
391,124,334,2,733.42
392,125,785,4,652.39
393,125,563,1,276.04
394,126,652,3,768.18
395,126,625,2,141.24
396,127,412,1,179.48
397,127,477,2,539.25
398,127,699,1,624.15
399,127,206,2,794.04
400,127,99,3,182.21
401,128,418,4,179.44
402,128,295,2,426.79
403,129,973,3,367.82
404,130,917,1,333.93
405,130,169,4,347.71
406,130,968,3,495.27
407,131,681,3,204.66
408,132,392,4,478.06
409,132,502,4,21.63
410,132,819,4,882.00
411,132,131,1,299.82
412,133,758,3,689.79
413,134,13,4,476.50
414,135,118,1,283.36
415,135,831,4,82.22
416,135,45,3,446.10
417,135,524,2,248.65
418,135,326,1,41.66
419,136,116,2,777.39
420,137,431,4,123.13
421,137,842,2,508.97
422,137,164,2,86.86
423,137,892,1,800.93
424,138,365,3,488.33
425,138,452,1,501.58
426,139,757,4,52.04
427,140,488,1,267.48
428,141,981,3,681.67
429,141,499,1,318.09
430,142,535,2,894.02
431,142,740,1,560.64
432,142,220,3,208.29
433,143,566,2,411.50
434,143,301,4,681.91
435,144,577,2,729.30
436,145,445,4,176.88
437,145,529,4,384.45
438,145,625,1,143.84
439,145,903,4,734.50
440,145,46,1,539.11
441,146,694,4,375.10
442,146,668,4,149.71
443,146,432,3,32.77
444,147,734,3,484.30
445,147,21,4,495.58
446,148,392,1,525.76
447,148,967,3,37.98
448,148,717,3,28.05
449,148,318,4,828.73
450,148,338,1,482.44
451,149,128,1,814.68
452,149,759,3,202.87
453,149,880,1,511.33
454,149,20,4,491.24
455,149,358,3,720.42
456,150,22,3,732.54
457,151,283,4,565.19
458,151,522,2,733.33
459,151,951,4,319.07
460,151,353,4,544.30
461,151,247,3,508.70
462,152,281,1,452.22
463,153,356,1,756.55
464,153,363,4,12.37
465,154,923,1,508.89
466,154,71,1,238.46
467,155,901,3,138.16
468,156,179,2,593.25
469,157,121,2,229.68
470,157,584,4,485.55
471,157,161,3,85.50
472,157,705,1,673.24
473,157,440,3,646.29
474,158,681,2,206.40
475,158,875,2,493.37
476,158,790,3,433.58
477,159,324,1,273.13
478,159,230,1,447.32
479,159,745,4,623.31
480,159,811,4,662.44
481,160,648,4,310.55
482,160,368,3,844.77
483,161,115,2,475.43
484,161,984,2,741.24
485,161,354,3,253.30
486,161,540,4,693.82
487,162,275,1,523.27
488,163,778,3,395.54
489,163,165,3,57.03
490,163,33,2,781.04
491,163,148,1,115.69
492,163,882,4,97.40
493,164,653,1,601.78
494,164,214,2,290.92
495,165,622,2,677.08
496,165,175,2,547.17
497,165,615,1,171.89
498,165,146,2,235.45
499,166,110,1,600.99
500,166,454,2,661.57
501,167,296,2,105.04
502,167,999,3,608.79
503,167,363,3,12.48
504,168,98,2,43.06
505,168,364,3,555.97
506,169,49,4,711.46
507,170,265,1,687.81
508,170,697,1,35.34
509,170,32,1,402.83
510,170,188,3,528.31
511,170,727,3,774.95
512,171,191,3,781.35
513,171,418,3,178.70
514,171,959,2,321.66
515,172,243,2,351.36
516,172,595,1,552.42
517,173,18,3,19.11
518,173,724,1,360.21
519,174,337,4,73.22
520,174,46,1,572.50
521,174,355,2,667.63
522,174,573,3,759.91
523,174,603,4,485.04
524,175,771,2,617.33
525,175,304,3,855.52
526,175,417,1,741.61
527,175,892,1,793.47
528,176,962,3,637.72
529,177,559,2,263.61
530,178,777,4,796.56
531,178,352,4,748.59
532,178,704,1,510.80
533,178,996,2,444.23
534,179,728,3,388.36
535,179,832,4,792.52
536,179,871,4,143.49
537,179,606,2,815.80
538,179,294,2,668.14
539,180,497,2,332.54
540,181,714,4,659.87
541,181,633,4,578.57
542,181,67,3,827.77
543,181,272,1,709.76
544,181,383,4,131.75
545,182,758,2,681.56
546,182,442,3,765.76
547,182,58,4,14.44
548,182,430,3,204.46
549,182,130,2,624.78
550,183,580,1,789.65
551,183,986,4,518.09
552,183,759,2,180.11
553,183,85,4,450.53
554,184,907,4,847.55
555,184,131,2,321.93
556,184,917,3,377.09
557,184,611,2,603.78
558,185,799,2,743.66
559,185,557,2,310.25
560,185,572,4,667.98
561,185,963,1,720.49
562,185,974,2,640.79
563,186,921,4,88.50
564,186,422,2,504.64
565,186,987,4,895.12
566,186,54,4,191.42
567,186,438,2,61.03
568,187,928,3,775.81
569,187,845,4,629.49
570,187,841,4,634.07
571,188,398,1,234.71
572,188,601,3,388.77
573,188,368,4,938.89
574,188,867,3,393.50
575,189,773,1,352.15
576,189,593,2,217.99
577,190,809,4,136.37
578,190,837,3,548.62
579,190,889,2,439.14
580,191,771,4,605.15
581,191,105,1,812.97
582,191,935,4,785.29
583,191,522,4,722.17
584,191,798,2,73.00
585,192,906,3,231.88
586,192,310,3,173.36
587,192,280,2,616.09
588,192,319,1,786.91
589,193,101,2,384.90
590,193,855,2,840.23
591,193,678,3,86.71
592,193,375,4,57.49
593,194,141,3,305.13
594,194,192,3,503.38
595,194,992,1,332.72
596,195,900,2,426.12
597,195,206,2,712.64
598,195,38,2,499.07
599,196,201,1,739.41
600,196,383,2,145.05
601,197,797,1,235.60
602,198,395,1,663.54
603,198,728,4,386.32
604,199,287,1,272.16
605,199,615,3,154.34
606,199,224,3,533.69
607,200,66,4,506.79
608,200,305,3,371.58
609,201,67,3,835.16
610,201,781,4,779.84
611,201,635,4,526.66
612,201,205,4,50.75
613,202,942,2,112.65
614,202,57,2,811.01
615,202,252,2,681.95
616,202,221,1,816.50
617,203,475,1,590.75
618,203,747,4,361.44
619,203,291,1,385.97
620,203,321,3,394.21
621,204,747,2,404.23
622,204,718,1,632.65
623,204,837,1,599.89
624,205,363,4,12.19
625,205,246,2,703.86
626,205,514,4,676.00
627,206,673,4,99.26
628,206,963,2,680.17
629,206,329,2,94.39
630,207,330,2,660.23
631,207,375,4,52.91
632,207,467,4,353.69
633,207,121,2,226.29
634,207,741,3,832.30
635,208,250,2,830.02
636,208,280,2,631.15
637,208,400,4,708.05
638,209,739,4,578.70
639,209,44,4,431.36
640,209,803,1,505.69
641,209,514,2,673.23
642,210,652,4,761.71
643,210,411,3,447.76
644,210,151,2,481.69
645,210,745,2,683.79
646,211,887,3,73.61
647,212,497,4,354.21
648,212,603,4,470.77
649,212,186,4,726.55
650,212,570,4,809.58
651,212,733,4,766.14
652,213,376,1,231.38
653,214,194,2,506.85
654,214,816,2,326.68
655,214,790,1,378.63
656,214,710,4,798.90
657,214,207,1,156.78
658,215,367,4,39.94
659,215,599,1,169.87
660,215,160,2,842.38
661,216,531,4,726.33
662,217,542,4,572.22
663,217,679,2,425.41
664,217,835,1,615.84
665,217,457,4,522.99
666,218,336,4,417.65
667,218,484,3,252.22
668,218,175,3,550.09
669,219,792,3,484.77
670,219,163,2,616.23
671,219,260,3,231.06
672,220,899,1,349.99
673,220,63,2,732.51
674,220,90,1,130.95
675,220,700,3,335.00
676,221,238,1,303.93
677,221,686,2,261.20
678,221,857,3,398.92
679,221,222,3,704.16
680,222,486,1,349.38
681,222,567,4,229.88
682,222,790,1,415.30
683,222,148,1,115.64
684,223,47,3,786.72
685,223,967,3,37.53
686,223,289,3,442.59
687,223,769,4,306.83
688,224,713,1,760.90
689,224,894,4,649.75
690,224,963,2,657.30
691,225,670,4,571.26
692,225,182,3,116.33
693,225,964,3,494.09
694,225,773,3,383.95
695,226,146,3,255.76
696,227,828,2,484.55
697,227,700,1,359.65
698,227,802,1,813.29
699,228,665,4,403.36
700,228,527,3,754.59
701,228,313,3,634.37
702,228,249,1,181.03
703,229,126,2,205.67
704,229,897,1,130.92
705,229,146,4,234.14
706,229,91,2,856.17
707,230,454,4,717.05
708,230,414,3,205.26
709,230,811,2,580.56
710,230,372,2,700.29
711,230,780,2,669.76
712,231,590,4,495.32
713,231,115,4,532.16
714,231,850,1,136.80
715,231,733,2,743.10
716,231,40,3,822.99
717,232,508,2,705.07
718,232,505,4,838.27
719,233,529,1,377.06
720,233,976,1,700.25
721,233,439,2,577.72
722,233,831,4,87.91
723,234,320,3,226.83
724,234,584,4,500.38
725,234,146,1,249.22
726,234,850,1,131.23
727,234,636,1,705.21
728,235,597,1,482.55
729,236,875,2,517.49
730,236,258,2,345.24
731,236,179,4,568.75
732,236,972,3,285.84
733,237,693,1,317.47
734,237,805,4,762.17
735,237,54,2,211.33
736,237,219,4,552.77
737,237,105,3,812.36
738,238,790,2,374.99
739,238,654,1,646.63
740,238,863,3,579.15
741,239,969,3,291.98
742,239,269,1,558.04
743,239,317,1,828.76
744,239,501,3,403.38
745,239,955,3,27.53
746,240,577,3,778.38
747,240,331,3,136.02
748,240,639,4,367.00
749,241,745,4,662.65
750,241,135,4,156.23
751,242,230,2,478.91
752,242,977,4,767.80
753,242,90,2,113.42
754,242,751,3,330.26
755,242,683,3,682.80
756,243,638,3,167.40
757,243,663,1,276.19
758,244,19,3,429.56
759,245,119,1,610.56
760,245,723,3,395.51
761,245,52,2,696.68
762,245,78,2,777.32
763,245,371,4,695.75
764,246,247,3,497.66
765,246,999,2,618.45
766,246,202,3,730.88
767,246,321,4,383.15
768,246,176,3,628.28
769,247,459,4,190.09
770,247,98,1,47.07
771,247,438,3,57.76
772,247,259,4,100.05
773,247,347,4,771.51
774,248,879,2,252.58
775,248,164,4,80.98
776,248,135,2,163.32
777,249,766,1,25.35
778,250,494,4,353.10
779,250,308,4,293.95
780,250,546,3,343.21
781,250,329,1,82.32
782,251,741,3,796.79
783,252,657,2,530.25
784,252,404,2,898.92
785,253,404,2,825.70
786,253,871,4,142.89
787,253,956,4,589.67
788,254,559,3,253.25
789,255,427,3,516.61
790,255,816,2,287.38
791,255,597,4,517.18
792,255,342,2,583.22
793,256,623,2,867.82
794,256,157,3,462.90
795,257,565,2,37.55
796,258,102,1,771.89
797,258,831,3,89.40
798,258,937,3,362.87
799,258,961,2,121.24
800,259,199,4,532.06
801,260,762,3,520.92
802,261,106,1,298.23
803,261,396,3,519.30
804,261,479,3,530.03
805,262,718,1,556.97
806,263,819,3,917.66
807,263,698,3,31.05
808,263,520,2,560.46
809,264,532,4,498.91
810,264,252,1,665.29
811,265,39,4,500.75
812,266,766,4,26.15
813,266,562,4,183.29
814,266,687,2,188.67
815,266,146,4,228.68
816,267,320,4,258.50
817,267,732,3,843.56
818,268,731,3,616.78
819,269,376,4,225.81
820,269,573,2,708.29
821,269,723,1,423.54
822,269,902,1,293.14
823,269,516,4,46.20
824,270,93,1,81.69
825,270,597,1,523.65
826,270,966,4,650.25
827,271,115,4,496.42
828,271,292,3,162.13
829,272,133,1,221.67
830,272,799,3,726.34
831,272,834,2,811.52
832,272,93,4,78.04
833,272,82,4,460.75
834,273,530,4,292.94
835,273,545,3,783.16
836,274,500,2,225.69
837,274,508,4,674.61
838,275,297,4,332.59
839,275,503,2,817.47
840,276,549,1,804.69
841,276,424,4,665.29
842,276,121,1,232.33
843,277,187,4,781.75
844,277,637,4,57.31
845,277,303,2,709.89
846,278,182,3,114.16
847,279,242,4,857.95
848,279,483,2,471.88
849,279,387,4,299.27
850,279,127,1,664.31
851,279,510,3,443.81
852,280,273,2,432.49
853,281,531,1,746.72
854,282,440,1,678.95
855,282,958,4,852.56
856,283,692,4,60.68
857,284,407,2,742.12
858,284,103,4,349.15
859,285,412,3,181.64
860,285,322,1,383.51
861,285,822,4,821.77
862,285,107,4,799.74
863,285,737,3,330.06
864,286,562,3,197.53
865,286,923,1,569.35
866,286,222,1,698.06
867,286,11,4,798.77
868,286,44,4,461.49
869,287,808,2,567.76
870,287,29,3,550.95
871,287,986,3,533.15
872,288,492,1,602.80
873,288,497,2,368.79
874,288,136,3,869.41
875,288,237,1,283.03
876,289,46,4,530.89
877,290,143,3,832.92
878,290,199,1,538.49
879,290,816,4,323.84
880,290,164,3,82.77
881,290,624,1,330.05
882,291,324,2,262.59
883,291,948,4,283.11
884,291,907,1,821.67
885,292,411,3,447.77
886,292,813,3,283.76
887,293,48,4,510.67
888,293,829,2,546.81
889,293,865,2,385.39
890,293,991,4,326.38
891,294,196,2,395.31
892,295,143,3,799.08
893,295,900,4,419.20
894,295,586,4,263.25
895,295,156,4,605.02
896,296,372,3,624.65
897,296,65,1,679.45
898,296,708,1,40.44
899,297,557,2,326.70
900,297,93,1,77.22
901,297,713,4,865.24
902,298,376,3,232.49
903,298,408,2,278.64
904,298,414,2,222.95
905,298,664,2,475.66
906,298,915,3,776.81
907,299,208,4,33.83
908,299,553,4,315.64
909,299,138,1,902.69
910,300,210,2,657.48
911,300,293,4,157.66
912,300,147,4,717.96
913,300,400,1,668.89
914,300,264,2,293.74
915,301,559,2,235.66
916,301,718,3,625.87
917,301,100,4,415.96
918,302,518,4,767.60
919,302,717,4,26.10
920,302,99,3,199.33
921,303,754,3,198.15
922,303,496,3,655.16
923,303,449,1,574.76
924,304,952,1,773.59
925,304,24,4,315.66
926,304,109,2,356.20
927,304,52,4,690.71
928,304,723,2,404.01
929,305,13,4,519.80
930,306,513,4,496.93
931,306,774,4,262.04
932,307,723,3,427.35
933,307,863,1,544.04
934,308,881,3,128.53
935,309,414,4,211.63
936,310,188,1,543.31
937,310,101,4,425.75
938,311,17,3,710.50
939,311,663,3,277.30
940,312,404,3,857.32
941,312,59,3,280.99
942,313,319,4,909.43
943,313,313,3,720.11
944,313,57,1,765.31
945,314,401,2,175.94
946,314,126,3,218.10
947,315,184,2,245.41
948,316,672,2,159.61
949,316,795,2,530.29
950,316,975,4,889.01
951,316,516,3,50.99
952,317,539,2,125.53
953,317,599,2,193.35
954,317,585,3,665.75
955,317,61,3,610.50
956,317,900,4,408.69
957,318,739,1,587.63
958,319,244,1,148.64
959,319,227,2,453.25
960,319,26,1,465.23
961,319,167,3,502.67
962,319,339,3,377.17
963,320,231,3,516.15
964,320,992,1,333.52
965,321,449,3,602.07
966,321,184,3,218.30
967,321,955,3,27.41
968,321,386,3,546.89
969,321,100,1,383.63
970,322,486,1,349.05
971,322,101,2,388.31
972,322,438,3,62.52
973,322,720,4,77.61
974,323,606,4,737.54
975,324,973,4,376.70
976,324,461,4,569.39
977,325,641,3,42.21
978,326,169,3,339.26
979,327,836,3,476.68
980,327,127,1,640.90
981,328,620,1,394.15
982,328,848,3,74.47
983,328,772,4,640.77
984,329,318,4,839.02
985,329,731,1,632.85
986,329,566,4,451.93
987,329,119,4,564.30
988,329,290,1,168.67
989,330,568,3,26.41
990,330,888,1,686.14
991,330,101,1,408.67
992,330,938,3,43.20
993,330,823,1,746.44
994,331,551,1,557.98
995,331,305,3,388.41
996,331,505,1,797.62
997,331,532,4,534.06
998,331,613,4,210.16
999,332,428,2,643.84
1000,333,378,2,497.40
1001,333,430,4,200.55
1002,333,32,4,404.45
1003,333,474,3,842.14
1004,333,508,4,659.49
1005,334,813,3,293.80
1006,334,794,2,454.19
1007,334,605,4,612.89
1008,334,957,1,348.40
1009,334,159,4,721.20
1010,335,473,4,652.04
1011,336,742,3,173.46
1012,336,647,1,565.43
1013,336,184,2,221.95
1014,337,31,1,179.21
1015,337,637,4,55.04
1016,338,826,3,273.75
1017,338,162,4,16.56
1018,338,893,1,694.65
1019,338,964,3,467.81
1020,339,835,1,652.88
1021,339,600,2,534.24
1022,339,46,3,567.79
1023,339,228,1,509.27
1024,339,987,2,887.37
1025,340,582,3,793.93
1026,340,693,4,334.86
1027,340,743,3,149.37
1028,340,888,1,727.66
1029,340,620,3,393.12
1030,341,197,2,731.34
1031,341,93,2,75.22
1032,342,441,3,260.93
1033,342,336,2,446.74
1034,342,349,1,609.51
1035,342,821,1,14.43
1036,342,976,1,711.11
1037,343,414,1,222.15
1038,343,606,4,808.78
1039,344,133,1,214.34
1040,344,183,4,218.94
1041,344,489,3,439.54
1042,344,304,4,850.30
1043,345,419,3,185.84
1044,345,499,1,355.17
1045,345,560,1,310.80
1046,345,525,1,401.56
1047,345,692,3,55.27
1048,346,396,3,568.30
1049,347,27,2,282.96
1050,347,832,1,711.59
1051,348,964,4,494.43
1052,348,885,2,840.84
1053,348,670,1,590.10
1054,348,412,2,184.01
1055,348,865,2,367.22
1056,349,332,2,243.73
1057,349,703,3,346.84
1058,349,497,1,349.97
1059,349,36,2,286.92
1060,350,892,1,822.58
1061,351,796,3,799.01
1062,351,176,3,642.82
1063,352,744,1,291.07
1064,352,972,2,293.25
1065,353,909,4,663.20
1066,353,43,4,547.84
1067,353,442,1,811.80
1068,354,987,4,844.12
1069,354,487,1,699.95
1070,354,601,2,387.05
1071,355,428,1,735.16
1072,355,850,4,123.31
1073,355,359,1,868.21
1074,356,789,1,770.56
1075,357,645,1,377.55
1076,358,650,2,384.00
1077,358,58,1,14.47
1078,359,744,4,316.26
1079,360,831,4,88.32
1080,360,466,3,456.35
1081,361,325,4,314.17
1082,361,171,3,456.09
1083,361,882,3,96.92
1084,361,728,3,379.55
1085,361,222,2,666.03
1086,362,544,4,230.91
1087,362,793,2,494.61
1088,362,451,3,143.81
1089,363,231,2,498.69
1090,364,957,2,319.02
1091,365,385,1,126.20
1092,365,497,4,358.54
1093,366,139,2,697.18
1094,366,195,4,577.78
1095,366,539,1,113.95
1096,367,744,4,307.92
1097,367,219,1,582.99
1098,367,334,2,716.06
1099,367,998,3,605.70
1100,368,420,1,21.49
1101,368,495,3,491.33
1102,369,154,3,146.08
1103,369,3,2,71.38
1104,370,422,2,532.33
1105,371,917,3,369.64
1106,371,764,1,654.57
1107,371,288,3,778.00
1108,371,532,4,542.37
1109,372,401,1,161.38
1110,372,352,2,844.99
1111,372,162,4,17.55
1112,372,453,3,303.69
1113,372,316,3,436.67
1114,373,100,4,421.82
1115,373,217,2,129.30
1116,373,605,1,621.19
1117,374,333,2,21.18
1118,374,171,1,440.53
1119,374,716,4,859.56
1120,375,268,1,320.08
1121,375,101,2,388.10
1122,375,90,4,117.57
1123,375,448,1,629.83
1124,375,924,1,742.20
1125,376,115,1,460.04
1126,376,947,4,425.70
1127,376,593,2,217.87
1128,377,358,2,655.53
1129,378,360,3,64.85
1130,378,987,3,786.70
1131,378,366,3,48.76
1132,379,891,1,632.22
1133,380,438,3,58.53
1134,381,593,4,242.94
1135,382,400,3,615.83
1136,382,401,4,159.05
1137,382,286,4,111.06
1138,383,727,1,813.58
1139,383,341,4,328.86
1140,383,789,2,740.87
1141,383,513,2,478.90
1142,383,296,1,104.64
1143,384,623,1,876.75
1144,384,545,1,804.92
1145,385,695,4,908.13
1146,386,284,4,933.24
1147,386,617,2,430.44
1148,386,646,4,882.65
1149,387,455,2,327.02
1150,387,441,2,297.26
